Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,9021,1982,5,21.2,Y
IDCJAC0002,9021,1982,6,18.5,Y
IDCJAC0002,9021,1982,7,17.7,Y
IDCJAC0002,9021,1982,8,19.3,Y
IDCJAC0002,9021,1982,9,20.4,Y
IDCJAC0002,9021,1982,10,23.7,Y
IDCJAC0002,9021,1982,11,28.2,Y
IDCJAC0002,9021,1982,12,28.5,Y
IDCJAC0002,9021,1983,1,33,Y
IDCJAC0002,9021,1983,2,29.5,Y
IDCJAC0002,9021,1983,3,31.9,Y
IDCJAC0002,9021,1983,4,25.8,Y
IDCJAC0002,9021,1983,5,23.3,Y
IDCJAC0002,9021,1983,6,20.7,Y
IDCJAC0002,9021,1983,7,18.5,Y
IDCJAC0002,9021,1983,8,19.6,Y
IDCJAC0002,9021,1983,9,21,Y
IDCJAC0002,9021,1983,10,24.2,Y
IDCJAC0002,9021,1983,11,25.4,Y
IDCJAC0002,9021,1983,12,28.6,Y
IDCJAC0002,9021,1984,1,32.4,Y
IDCJAC0002,9021,1984,2,33.1,Y
IDCJAC0002,9021,1984,3,27.8,Y
IDCJAC0002,9021,1984,4,26.5,Y
IDCJAC0002,9021,1984,5,20.5,Y
IDCJAC0002,9021,1984,6,19.8,Y
IDCJAC0002,9021,1984,7,17,Y
IDCJAC0002,9021,1984,8,17.6,Y
IDCJAC0002,9021,1984,9,19.9,Y
IDCJAC0002,9021,1984,10,22.9,Y
IDCJAC0002,9021,1984,11,25.6,Y
IDCJAC0002,9021,1984,12,26,Y
IDCJAC0002,9021,1985,1,30.2,Y
IDCJAC0002,9021,1985,2,36.3,Y
IDCJAC0002,9021,1985,3,31.3,Y
IDCJAC0002,9021,1985,4,24.9,Y
IDCJAC0002,9021,1985,5,22.5,Y
IDCJAC0002,9021,1985,6,19.9,Y
IDCJAC0002,9021,1985,7,18.2,Y
IDCJAC0002,9021,1985,8,18.1,Y
IDCJAC0002,9021,1985,9,21.1,Y
IDCJAC0002,9021,1985,10,22.5,Y
IDCJAC0002,9021,1985,11,26.4,Y
IDCJAC0002,9021,1985,12,26.7,Y
IDCJAC0002,9021,1986,1,33.5,Y
IDCJAC0002,9021,1986,2,28.7,Y
IDCJAC0002,9021,1986,3,27.6,Y
