Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,23000,2024,7,20,15.4,1,Y
IDCJAC0010,23000,2024,6,17,15.3,1,N
IDCJAC0010,23000,2024,7,11,15.3,1,Y
IDCJAC0010,23000,2024,6,4,15.2,1,N
IDCJAC0010,23000,2024,6,18,15.2,1,N
IDCJAC0010,23000,2024,8,8,15.2,1,N
IDCJAC0010,23000,2024,7,3,15,1,Y
IDCJAC0010,23000,2024,8,17,15,1,N
IDCJAC0010,23000,2024,6,20,14.9,1,N
IDCJAC0010,23000,2024,7,29,14.9,1,Y
IDCJAC0010,23000,2024,6,23,14.8,1,N
IDCJAC0010,23000,2024,7,14,14.8,1,Y
IDCJAC0010,23000,2024,6,22,14.6,1,N
IDCJAC0010,23000,2024,6,24,14.6,1,N
IDCJAC0010,23000,2024,7,7,14.6,1,Y
IDCJAC0010,23000,2024,7,8,14.6,1,Y
IDCJAC0010,23000,2024,6,26,14.4,1,N
IDCJAC0010,23000,2024,8,4,14.3,1,N
IDCJAC0010,23000,2024,7,28,13.9,1,Y
IDCJAC0010,23000,2024,7,16,13.8,1,Y
IDCJAC0010,23000,2024,7,27,13.8,1,Y
IDCJAC0010,23000,2024,6,15,13.7,1,N
IDCJAC0010,23000,2024,6,30,13.7,1,N
IDCJAC0010,23000,2024,7,2,13.7,1,Y
IDCJAC0010,23000,2024,7,17,13.7,1,Y
IDCJAC0010,23000,2024,7,15,13.5,1,Y
IDCJAC0010,23000,2024,6,3,13.4,1,N
IDCJAC0010,23000,2024,7,1,13.4,1,Y
IDCJAC0010,23000,2024,6,25,12.9,1,N
IDCJAC0010,23000,2024,7,18,12.9,1,Y
IDCJAC0010,23000,2024,6,29,12.5,1,N
IDCJAC0010,23000,2024,7,19,12.5,1,Y
