Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,40913,2024,12,28,23.5,1,Y
IDCJAC0011,40913,2024,12,4,23.7,1,Y
IDCJAC0011,40913,2024,12,14,23.7,1,Y
IDCJAC0011,40913,2024,1,15,23.8,1,N
IDCJAC0011,40913,2024,2,4,23.8,1,Y
IDCJAC0011,40913,2024,12,16,23.8,1,Y
IDCJAC0011,40913,2024,1,10,23.9,1,Y
IDCJAC0011,40913,2024,2,3,23.9,1,Y
IDCJAC0011,40913,2024,1,9,24,1,N
IDCJAC0011,40913,2024,12,30,24,1,Y
IDCJAC0011,40913,2024,1,20,24.2,1,N
IDCJAC0011,40913,2024,2,15,24.2,1,Y
IDCJAC0011,40913,2024,3,4,24.2,1,Y
IDCJAC0011,40913,2024,3,3,24.3,1,Y
IDCJAC0011,40913,2024,12,18,24.3,1,Y
IDCJAC0011,40913,2024,1,28,24.4,1,N
IDCJAC0011,40913,2024,11,8,24.4,1,N
IDCJAC0011,40913,2024,1,23,24.5,1,N
IDCJAC0011,40913,2024,1,29,24.5,1,N
IDCJAC0011,40913,2024,1,21,24.6,1,N
IDCJAC0011,40913,2024,1,22,24.6,1,N
IDCJAC0011,40913,2024,2,27,24.6,1,Y
IDCJAC0011,40913,2024,2,6,24.8,1,Y
IDCJAC0011,40913,2024,2,7,24.8,1,Y
IDCJAC0011,40913,2024,1,18,24.9,1,N
IDCJAC0011,40913,2024,12,10,25.1,1,Y
IDCJAC0011,40913,2024,12,9,25.3,1,Y
IDCJAC0011,40913,2024,1,30,25.5,1,N
IDCJAC0011,40913,2024,2,24,25.7,1,Y
IDCJAC0011,40913,2024,1,27,27.2,1,N
