Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,23000,2024,1,8,16.9,1,Y
IDCJAC0011,23000,2024,2,18,16.9,1,N
IDCJAC0011,23000,2024,2,26,16.9,1,N
IDCJAC0011,23000,2024,9,5,16.9,1,Y
IDCJAC0011,23000,2024,2,12,17.1,1,N
IDCJAC0011,23000,2024,11,6,17.1,1,N
IDCJAC0011,23000,2024,12,20,17.1,1,Y
IDCJAC0011,23000,2024,2,19,17.2,1,N
IDCJAC0011,23000,2024,3,7,17.2,1,Y
IDCJAC0011,23000,2024,4,1,17.2,1,N
IDCJAC0011,23000,2024,3,16,17.3,1,Y
IDCJAC0011,23000,2024,11,25,17.3,1,N
IDCJAC0011,23000,2024,12,3,17.3,1,Y
IDCJAC0011,23000,2024,3,5,17.4,1,Y
IDCJAC0011,23000,2024,2,5,17.5,1,N
IDCJAC0011,23000,2024,12,17,17.5,1,Y
IDCJAC0011,23000,2024,12,25,17.6,1,Y
IDCJAC0011,23000,2024,11,24,17.8,1,N
IDCJAC0011,23000,2024,1,14,17.9,1,Y
IDCJAC0011,23000,2024,3,19,17.9,1,Y
IDCJAC0011,23000,2024,11,12,17.9,1,N
IDCJAC0011,23000,2024,1,20,18,1,Y
IDCJAC0011,23000,2024,1,3,18.2,1,Y
IDCJAC0011,23000,2024,2,29,18.4,1,N
IDCJAC0011,23000,2024,12,15,18.4,1,Y
IDCJAC0011,23000,2024,2,4,18.5,1,N
IDCJAC0011,23000,2024,1,12,18.7,1,Y
IDCJAC0011,23000,2024,2,22,18.8,1,N
IDCJAC0011,23000,2024,10,15,18.9,1,Y
IDCJAC0011,23000,2024,11,16,19,1,N
IDCJAC0011,23000,2024,11,26,19.1,1,N
IDCJAC0011,23000,2024,1,24,19.2,1,Y
IDCJAC0011,23000,2024,3,6,19.4,1,Y
IDCJAC0011,23000,2024,1,4,19.5,1,Y
